Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Light color (product.metafields.shopify.light-color),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
minimalist-sterling-silver-necklace,Minimalist Sterling Silver Necklace,"<div class=""paragraph"">This minimalist sterling silver necklace is a perfect blend of classic elegance and contemporary style. Crafted with high-quality S925 sterling silver, it features a sleek and simple design, available in both white gold and vintage gold finishes, making it's a versatile accessory for any occasion.</div>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15.75 inch (40cm) + 2.36 inch (6cm) extender</div>
</li>
<li>
<div class=""paragraph"">Width:  0.63 inch (16mm)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver</div>
</li>
<li>
<div class=""paragraph"">Available in white gold and vintage gold colors</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"pendant, pendants",true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,continue,manual,65.40,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-20_11-55-30.jpg?v=1742443118,1,"",false,,,196,,,,,,,,,,,,,,,gold; silver,,sterling-silver,fine-jewelry,,chain,,,,,,,,,g,,21.80,true,,,true,,,true,,,active
minimalist-sterling-silver-necklace,,,,,,,,,silver,,,,,,,,"",0.0,shopify,continue,manual,65.40,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/6ba8094d-2942-4aa5-a20a-2a3c62174603.jpg?v=1742443118,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,21.80,,,,,,,,,,
minimalist-sterling-silver-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-20_11-55-39.jpg?v=1742443118,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-cubic-zirconia-pendant-necklace,Vintage Gold Lion Pendant Necklace,"<p>This pendant is inspired by the face of a lion, showcasing unparalleled majesty and nobility. Using exquisite carving techniques, every detail of the lion is meticulously crafted, from the texture of its mane to the contours of its face, all vividly lifelike.</p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Cubic Zirconia</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15.75 inch (40CM) + 2.36 inch (6CM) extension</div>
</li>
<li>
<div class=""paragraph"">Pendant height:  0.591 inch (1.5CM)</div>
</li>
</ul>
<div class=""paragraph""><strong class="""">Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and cubic zirconia</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,65.10,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/a1754ce1-6159-49e7-9106-27a458da7d8c.jpg?v=1742442776,1,"",false,,,196,,adult,,,,,,,,,,,adults,,animal,,sterling-silver,fine-jewelry,,pendant,,,unisex,,,,,,g,,21.70,true,,,true,,,true,,,active
vintage-cubic-zirconia-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/e5ce0f41-358c-4157-99ea-a20f0478e55f.jpg?v=1742442776,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-cubic-zirconia-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/eb9d9345-c630-4a37-ab82-8d94597a6644.jpg?v=1742442776,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage-cubic-zirconia-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/ff311f99-f107-47ab-af30-034fcc1a43c9.jpg?v=1742442776,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-pearl-tigers-eye-and-abalone-shell-star-shaped-necklace,"Natural Pearl, Tiger's Eye, and Abalone Shell Star-shaped Necklace","<p><span>This natural pearl, tiger's eye, and abalone shell star-shaped necklace is a perfect blend of classic elegance and contemporary style. Crafted with high-quality 925 sterling silver, it features natural pearls, tiger's eye stones, and abalone shells, all set in a vintage gold finish, making it a versatile accessory for any occasion.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls</div>
</li>
<li>
<div class=""paragraph"">Tiger's Eye</div>
</li>
<li>
<div class=""paragraph"">Abalone Shell</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15 inch (38cm) + 2.36 inch (6cm) extension</div>
</li>
<li>
<div class=""paragraph"">Pearl size: 0.197 inch (5mm)</div>
</li>
<li>
<div class=""paragraph"">Tiger's eye size: 0.591 x 0.197 inch (15 x 5mm)</div>
</li>
<li>
<div class=""paragraph"">Abalone shell size: 0.118 x 0.236 x 0.315 inch (3 x 6 x 8mm)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"pendant, pendants",true,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,90.60,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/3edec0ad-e8cd-4d8c-9a76-faea6ee86d33.jpg?v=1742442496,1,"",false,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,30.20,true,,,true,,,true,,,active
natural-pearl-tigers-eye-and-abalone-shell-star-shaped-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/9ca9b638-0cf1-45f6-b54a-0f3b5cb62213.jpg?v=1742442496,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-pearl-tigers-eye-and-abalone-shell-star-shaped-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/ffa71ad2-7458-4bfc-930d-56b2c935f996.jpg?v=1742442496,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-pearl-and-cubic-zirconia-pendant-necklace,Natural Pearl and Starry Pendant Necklace,"<p>A unique star shaped pendant set with dazzling imitation gemstones, as if it were the brightest star in the night sky, leading the direction of dreams. Made of 925 silver material, finely polished and polished to ensure every detail is flawless.</p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls<br>
</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15 inch (38cm) + 2.36 inch (6cm) extension</div>
</li>
<li>
<div class=""paragraph"">Pearl size:  0.197 x 0.157 inch (5 x 4mm)</div>
</li>
<li>
<div class=""paragraph"">Pendant height: 0.787 inch (2cm)</div>
</li>
<li>
<div class=""paragraph"">Cubic Zirconia size:  0.079 inch (2mm)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"Necklace, pendant, pendants",true,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,60.60,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/43f1427e-a277-4577-b228-9b5bf3c4b011.jpg?v=1742392906,1,"",false,,,196,,adult,,,,,,,,,,,adults,,shopify--color-pattern-3e90y7ps,,sterling-silver; pearl,imitation-jewelry,,pendant,,,female,,,,,,g,,30.20,true,,,true,,,true,,,active
natural-pearl-and-cubic-zirconia-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/e6f9e854-dcaa-4e47-953b-c95019efae90.jpg?v=1742392905,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-pearl-and-cubic-zirconia-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/1427bb98-510c-41cf-8012-abe370386ae8.jpg?v=1742392905,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
square-agate-and-cubic-zirconia-pendant-necklace,Square Agate and Cubic Zirconia Pendant Necklace,"<p><span>This square agate and cubic zirconia pendant necklace is a perfect blend of classic elegance and contemporary style. Crafted with high-quality 925 sterling silver, it features natural agate and cubic zirconia, available in both vintage gold and white gold finishes, making it's a versatile accessory for any occasion.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Agate</div>
</li>
<li>
<div class=""paragraph"">Cubic Zirconia</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15.75 inch (40CM) + 2.36 inch(6CM) extension</div>
</li>
<li>
<div class=""paragraph"">Pendant height: 0.591 inch (1.5CM)</div>
</li>
<li>
<div class=""paragraph"">Cubic Zirconia size: 0.157 inch4MM)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Available in vintage gold and white gold colors</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"pendant, pendants",true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,96.88,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_21-54-46.jpg?v=1742392618,1,"",false,,,196,,adult,,,,,,,,,,,adults,,gold; silver,,sterling-silver,fine-jewelry,,pendant,,,unisex,,,,,,g,,19.10,true,,,true,,,true,,,active
square-agate-and-cubic-zirconia-pendant-necklace,,,,,,,,,silver,,,,,,,,"",0.0,shopify,deny,manual,95.48,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/cc0e4070-3223-462c-a240-31da7eca102f.jpg?v=1742392618,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,19.10,,,,,,,,,,
square-agate-and-cubic-zirconia-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/55d01f19-f6a9-4722-b590-faf12b034851.jpg?v=1742392618,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
square-agate-and-cubic-zirconia-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/729efca1-ac7d-4dcc-bd09-fcb88ef4c962.jpg?v=1742392618,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minimalist-green-jade-pendant-necklace,Minimalist Green Jade Pendant Necklace,"<p>Taking inspiration from the crescent moon shape, this pendant has a unique design, interweaving retro gold and silver with delicate textures, like ripples under moonlight, flowing and full of vitality, showcasing unparalleled elegance and charm.</p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Green Jade</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15.75 inch(40CM) + 2.36 inch(6CM) extender</div>
</li>
<li>
<div class=""paragraph"">Pendant size: 0.98 inch (2.5CM) x 0.79 inch (2CM)</div>
</li>
<li>
<div class=""paragraph"">Jade size: 0.157 inch (4MM)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural jade</div>
</li>
<li>
<div class=""paragraph"">Vintage gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"Necklace, pendant, pendants",true,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,52.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/4275497a-8126-4ed2-8c22-7f15b04272db.jpg?v=1742392335,1,"",false,,,196,,adult,,,,,,,,,,,adults,,shopify--color-pattern-3e90y7ps,,sterling-silver,fine-jewelry,,pendant,,,unisex,,,,,,g,,17.36,true,,,true,,,true,,,active
minimalist-green-jade-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/b57fa363-c553-4343-990f-49e18101df03.jpg?v=1742392335,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minimalist-green-jade-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/f30c3094-2756-4b99-b382-453a99f731b8.jpg?v=1742392335,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minimalist-silver-and-black-agate-necklace,Minimalist Silver and Black Agate Necklace,"<p>Explore endless elegance and romance in the Secret Garden necklace collection. The golden chain, like a garden path, leads you into a mysterious and charming world.</p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Black Agate</div>
</li>
<li>
<div class=""paragraph"">Silver Silk Beads</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15.75 inch (40CM) + 2.36 inch (6CM) extender</div>
</li>
<li>
<div class=""paragraph"">Pendant height: 0.591 inch (1.5CM)</div>
</li>
<li>
<div class=""paragraph"">Silk bead size:  0.157 inch (4MM)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural stones</div>
</li>
<li>
<div class=""paragraph"">Available in white gold and vintage gold colors</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,"Necklace, pendant, pendants",true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,104.44,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_21-46-05.jpg?v=1742392000,1,"",false,,,196,,adult,,,,,,,,,,,adults,,gold; silver,,,imitation-jewelry,,chain,,,female,,,,,,g,,20.89,true,,,true,,,true,,,active
minimalist-silver-and-black-agate-necklace,,,,,,,,,silver,,,,,,,,"",0.0,shopify,deny,manual,102.48,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_21-46-16.jpg?v=1742392000,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,20.89,,,,,,,,,,
minimalist-silver-and-black-agate-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/b8ffc19f-c3c6-4ce9-a07a-1b4ac6d52994.jpg?v=1742392001,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minimalist-silver-and-black-agate-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/f2a81f6d-345b-40fb-b33c-bada13a7f32f.jpg?v=1742392001,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashionable-natural-pearl-necklace,Fashionable Natural Chrome Pearl Necklace,"<p><span>This fashionable Chrome natural pearl necklace is a perfect blend of classic elegance and contemporary style. Crafted with high-quality S925 sterling silver and adorned with natural pearls, it features a white gold finish, making it a versatile accessory for any occasion.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls</div>
</li>
<li>
<div class=""paragraph"">Chain length: 15 inch (38cm) + 2.36 inch (6cm) extension</div>
</li>
<li>
<div class=""paragraph"">Pearl size: 0.118 to 0.787 inch (3/5/6/3<em class="""">5</em>20mm)</div>
</li>
</ul>
<div class=""paragraph""><strong>Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural pearls</div>
</li>
<li>
<div class=""paragraph"">White gold finish for a touch of sophistication</div>
</li>
<li>
<div class=""paragraph"">Adjustable chain length for a comfortable fit</div>
</li>
<li>
<div class=""paragraph"">A simple yet elegant design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Necklaces,Necklace,Necklace,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,78.12,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/54d1ffe0-8724-4b9a-835e-f313663e8b9b.jpg?v=1742391815,1,"",false,,,196,,adult,,,,,,,,,,,adults,,silver,,sterling-silver; white-gold-1,fine-jewelry,,beaded,,,female,,,,,,g,,26.04,true,,,true,,,true,,,active
fashionable-natural-pearl-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/1c2e4dc8-2431-414a-a5b4-63f4c932f12d.jpg?v=1742391815,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fashionable-natural-pearl-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/09abfbdd-434e-4770-b1c8-bce3b1d05f51.jpg?v=1742391815,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-natural-pearl-earrings,Elegant Natural Pearl Earrings,"<p><span>These elegant natural pearl earrings are a perfect blend of classic elegance and contemporary style. Crafted with high-quality 925 sterling silver and adorned with natural pearls, they feature a choice of vintage gold or white gold finish, making them a versatile accessories for any occasion.</span></p>
<div class=""paragraph""><strong>Material:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">925 Sterling Silver</div>
</li>
<li>
<div class=""paragraph"">Natural Pearls</div>
</li>
<li>
<div class=""paragraph"">Height:1.38 inches (3.5cm)</div>
</li>
<li>
<div class=""paragraph"">Pearl size: 0.315 inches (8mm)</div>
</li>
<li>
<div class=""paragraph"">Width: 0.787 inches (2cm)</div>
</li>
</ul>
<div class=""paragraph""><strong class="""">Key Features:</strong></div>
<ul start=""1"">
<li>
<div class=""paragraph"">High-quality 925 sterling silver and natural pearls</div>
</li>
<li>
<div class=""paragraph"">Available in vintage gold and white gold colors</div>
</li>
<li>
<div class=""paragraph"">A simple yet sophisticated design that enhances any outfit</div>
</li>
</ul>",Camille Elisa Jewelry,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,66.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/4b4c23b8-093a-4ead-9377-3c518ca4788b.jpg?v=1742391350,1,"",false,,,194,,adult,,,,,,,,,,,adults,,gold; silver,dangle,sterling-silver; white-gold-1,fine-jewelry,,,,,female,,,,,,g,,21.90,true,,,true,,,true,,,active
elegant-natural-pearl-earrings,,,,,,,,,silver,,,,,,,,"",0.0,shopify,deny,manual,66.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_21-35-49.jpg?v=1742391373,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,21.90,,,,,,,,,,
elegant-natural-pearl-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/93b1ce57-2dc6-4252-8aac-1b0e1604c860.jpg?v=1742391350,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-natural-pearl-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Snipaste_2025-03-19_21-35-58.jpg?v=1742391373,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
